fid,cond_1,cond_2,cond_3,cond_4,cond_5,cond_6,cond_7,cond_8,cond_9,cond_10,cond_11,cond_12,cond_13,cond_14,cond_15,cond_16,cond_17,cond_18,cond_19
2325.6,0.007068986266504258,0.0068171706293407444,0.0062931357575963555,0.00560554246809025,0.00498276279236187,0.004724161151505278,0.005318253327332591,0.00837983051180332,0.023292647409182198,0.12052751161956837,0.17284565069037428,0.11304248372239206,0.09610376533318152,0.09082237424044577,0.08120861372625951,0.07108924499429137,0.06303787670285248,0.056829875294398,0.05369348689269465
2325.7,0.00689635218797966,0.0066611836551746136,0.006169478373174095,0.0055200612581952175,0.004928537873230814,0.004686154700130809,0.005274810390421407,0.008275183401758045,0.022807634180054825,0.11784242420233351,0.1730493652132474,0.11233515238222953,0.09511151859864182,0.09007210806953589,0.08078441652917581,0.07078601710238851,0.06279049016970685,0.056629241397083724,0.05351735362966147
2325.8,0.006862026715475623,0.006629568137088563,0.006143091717761876,0.005499749711441652,0.004912854771805205,0.004671744758474851,0.005255433783307192,0.00823102254057948,0.02261918992039159,0.11665290174272462,0.17229701179058673,0.11110896315050316,0.09350542919103816,0.08857956869542166,0.07971887036900988,0.06997968934060879,0.06214729372073023,0.05611199499604667,0.05306275868752038
2325.9,0.006789219237048234,0.006563816137141716,0.006091063179213704,0.005463962743905016,0.004890350602220257,0.004655975075664158,0.005236736357729964,0.00818354633933928,0.02238534823642979,0.11501491220214452,0.17179132082775436,0.11058866062626349,0.09289217204227207,0.08809632864522834,0.07942764953795456,0.0697661543942589,0.06197297214783914,0.05597073491019899,0.05293865285077989
2326.0,0.006716593314959418,0.00649858588879833,0.006040232095666743,0.0054301986070304595,0.004870590637802293,0.0046434790557408415,0.005221807036985639,0.008140372507817994,0.022151002897827444,0.11323187952929445,0.17141621326044304,0.1104251215467715,0.09281103737482659,0.08821816787674903,0.07963934920920941,0.06994435833502123,0.062107229028959696,0.05607659077841093,0.053031920077296686
2326.1,0.006738864364885395,0.006519298828111686,0.0060576856118270085,0.005443337139899197,0.004879457624034732,0.004648831828674105,0.005224065136486232,0.008136401030531603,0.022099592983991334,0.11241456509486897,0.1710201867771571,0.110797914739095,0.09332959085002988,0.08870174126457392,0.07998767089716312,0.0702014903933722,0.06230995649485039,0.05623987574450923,0.05317556115150823
2326.2,0.0067711416549879125,0.006549556030139048,0.006083743846670352,0.005463881253299234,0.0048946436556924055,0.004659891732504985,0.00523225729247776,0.008140086914142964,0.02205855135310349,0.11157178118763615,0.17062843417551948,0.11146953266679227,0.09443817383724055,0.08991172496679489,0.08095466952871531,0.07094262031096793,0.06289287056836844,0.05670695150376388,0.053586230077286016
2326.3,0.0066580586211598255,0.006449357578973651,0.006008859352550253,0.005419423934789996,0.004875915034041041,0.004656304073577594,0.005230049806890099,0.008104594587028384,0.021749313119710543,0.10889950846099597,0.17122531045342285,0.11238536022309567,0.09550595568272868,0.09106718770648045,0.08192457898474996,0.07170388703946702,0.0634922065576247,0.057185766435761336,0.05400690390314907
2326.4,0.006689061832283535,0.006479309172849215,0.006036638108407509,0.005444353811577386,0.004898190935262591,0.004677078119946971,0.005251193077939232,0.008125659073002795,0.021708209836970273,0.10757599255389112,0.1709250477363936,0.11278166783932635,0.09598875076508083,0.09157668778344087,0.08238061150625464,0.07207531128281483,0.06378497960941008,0.05741885224356238,0.05421157423569603
2326.5,0.006570521769402573,0.0063744996274791394,0.005959157976709112,0.005400409580282172,0.004883593082494249,0.0046812487471823575,0.005260718065023924,0.008106963459627426,0.021404436753707776,0.10445017173549538,0.17079514854415764,0.11239680622863772,0.09507818950012781,0.09065654891289116,0.081794006751116,0.07167069665397399,0.06346519916818637,0.057160326863822344,0.05398451492346954
